processid,BOLDID,recordID,catalognum,fieldnum,institution_storing,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,name,add. Name,morph,identification_provided_by,voucher_type,tissue_type,collectors,date,lifestage,sex,reproduction,extrainfo,notes,lat,lon,trapID,coord_source,coord_accuracy,country,province,region,exactsite,image_ids,image_urls,copyright_licenses,trace_ids,trace_links,run_dates,sequencing_centers,directions,seq_primers,marker_codes
NEONU1399-12,NEONTcarabid6126,3038343, ,carabid6126,"National Ecological Observatory Network, United States", ,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,171454,Selenophorus,544712,Selenophorus fossulatus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S,Contaminant, ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744876|4744971,http://trace.boldsystems.org/traceIO/bold.org/6592138|http://trace.boldsystems.org/traceIO/bold.org/6592233,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1406-12,NEONTcarabid6133,3038350, ,carabid6133,"National Ecological Observatory Network, United States",BOLD:ACC4559,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,171454,Selenophorus,544712,Selenophorus fossulatus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744883|4744978,http://trace.boldsystems.org/traceIO/bold.org/6592145|http://trace.boldsystems.org/traceIO/bold.org/6592240,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1403-12,NEONTcarabid6130,3038347, ,carabid6130,"National Ecological Observatory Network, United States",BOLD:ACC4559,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,171454,Selenophorus,544712,Selenophorus fossulatus,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744880|4744975,http://trace.boldsystems.org/traceIO/bold.org/6592142|http://trace.boldsystems.org/traceIO/bold.org/6592237,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1405-12,NEONTcarabid6132,3038349, ,carabid6132,"National Ecological Observatory Network, United States",BOLD:ACC4559,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,171454,Selenophorus,544712,Selenophorus fossulatus,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744882|4744977,http://trace.boldsystems.org/traceIO/bold.org/6592144|http://trace.boldsystems.org/traceIO/bold.org/6592239,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1404-12,NEONTcarabid6131,3038348, ,carabid6131,"National Ecological Observatory Network, United States",BOLD:ACC4559,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,171454,Selenophorus,544712,Selenophorus fossulatus,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744881|4744976,http://trace.boldsystems.org/traceIO/bold.org/6592143|http://trace.boldsystems.org/traceIO/bold.org/6592238,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1423-12,NEONTcarabid6124,3038367, ,carabid6124,"National Ecological Observatory Network, United States",BOLD:ACC4559,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,171454,Selenophorus,544712,Selenophorus fossulatus,,,Michael Thomas, ,leg,Robert Nelson,7/30/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744900|4744995,http://trace.boldsystems.org/traceIO/bold.org/6592162|http://trace.boldsystems.org/traceIO/bold.org/6592257,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1394-12,NEONTcarabid6118,3038338, ,carabid6118,"National Ecological Observatory Network, United States",BOLD:ACC4581,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,286700,Scaritinae,378358,Semiardistomis,378359,Semiardistomis puncticollis,,,Michael Thomas, ,leg,Robert Nelson,7/30/2012,A, ,S, , ,28.044,-81.422,4, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744871|4744966,http://trace.boldsystems.org/traceIO/bold.org/6592133|http://trace.boldsystems.org/traceIO/bold.org/6592228,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1393-12,NEONTcarabid6117,3038337, ,carabid6117,"National Ecological Observatory Network, United States",BOLD:ACC4581,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,286700,Scaritinae,378358,Semiardistomis,378359,Semiardistomis puncticollis,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.044,-81.422,4, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744870|4744965,http://trace.boldsystems.org/traceIO/bold.org/6592132|http://trace.boldsystems.org/traceIO/bold.org/6592227,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1371-12,NEONTcarabid6044,3038315, ,carabid6044,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744848|4744943,http://trace.boldsystems.org/traceIO/bold.org/6592110|http://trace.boldsystems.org/traceIO/bold.org/6592205,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1418-12,NEONTcarabid6042,3038362, ,carabid6042,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,8/6/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744990|4744895,http://trace.boldsystems.org/traceIO/bold.org/6592252|http://trace.boldsystems.org/traceIO/bold.org/6592157,2013-01-08 21:22:43|2013-01-08 19:50:45,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,R|F,C_LepFolR|C_LepFolF,COI-5P|COI-5P
NEONU1376-12,NEONTcarabid6096,3038320, ,carabid6096,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744853|4744948,http://trace.boldsystems.org/traceIO/bold.org/6592115|http://trace.boldsystems.org/traceIO/bold.org/6592210,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1370-12,NEONTcarabid6040,3038314, ,carabid6040,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,8/20/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744847|4744942,http://trace.boldsystems.org/traceIO/bold.org/6592109|http://trace.boldsystems.org/traceIO/bold.org/6592204,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1372-12,NEONTcarabid6045,3038316, ,carabid6045,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744849|4744944,http://trace.boldsystems.org/traceIO/bold.org/6592111|http://trace.boldsystems.org/traceIO/bold.org/6592206,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1419-12,NEONTcarabid6043,3038363, ,carabid6043,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,8/6/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744896|4744991,http://trace.boldsystems.org/traceIO/bold.org/6592158|http://trace.boldsystems.org/traceIO/bold.org/6592253,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1375-12,NEONTcarabid6095,3038319, ,carabid6095,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.064,-81.418,5, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744852|4744947,http://trace.boldsystems.org/traceIO/bold.org/6592114|http://trace.boldsystems.org/traceIO/bold.org/6592209,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1476-12,NEONTcarabid6041,3038420, ,carabid6041,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.064,-81.418,5, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4745384|4745479,http://trace.boldsystems.org/traceIO/bold.org/6592646|http://trace.boldsystems.org/traceIO/bold.org/6592741,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1373-12,NEONTcarabid6046,3038317, ,carabid6046,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.064,-81.418,5, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744850|4744945,http://trace.boldsystems.org/traceIO/bold.org/6592112|http://trace.boldsystems.org/traceIO/bold.org/6592207,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1374-12,NEONTcarabid6094,3038318, ,carabid6094,"National Ecological Observatory Network, United States",BOLD:ABV4110,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,453024,Tetragonoderus intersectus,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.064,-81.418,5, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744851|4744946,http://trace.boldsystems.org/traceIO/bold.org/6592113|http://trace.boldsystems.org/traceIO/bold.org/6592208,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1377-12,NEONTcarabid6097,3038321, ,carabid6097,"National Ecological Observatory Network, United States",BOLD:ABX4019,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,544713,Tetragonoderus laevigatus,,,Michael Thomas, ,leg,Robert Nelson,8/20/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744854|4744949,http://trace.boldsystems.org/traceIO/bold.org/6592116|http://trace.boldsystems.org/traceIO/bold.org/6592211,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1420-12,NEONTcarabid6100,3038364, ,carabid6100,"National Ecological Observatory Network, United States",BOLD:ABX4019,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,544713,Tetragonoderus laevigatus,,,Michael Thomas, ,leg,Robert Nelson,8/6/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744897|4744992,http://trace.boldsystems.org/traceIO/bold.org/6592159|http://trace.boldsystems.org/traceIO/bold.org/6592254,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1380-12,NEONTcarabid6101,3038324, ,carabid6101,"National Ecological Observatory Network, United States",BOLD:ABX4019,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,544713,Tetragonoderus laevigatus,,,Michael Thomas, ,leg,Robert Nelson,8/6/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744857|4744952,http://trace.boldsystems.org/traceIO/bold.org/6592119|http://trace.boldsystems.org/traceIO/bold.org/6592214,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1381-12,NEONTcarabid6102,3038325, ,carabid6102,"National Ecological Observatory Network, United States",BOLD:ABX4019,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,544713,Tetragonoderus laevigatus,,,Michael Thomas, ,leg,Robert Nelson,8/13/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744858|4744953,http://trace.boldsystems.org/traceIO/bold.org/6592120|http://trace.boldsystems.org/traceIO/bold.org/6592215,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1382-12,NEONTcarabid6103,3038326, ,carabid6103,"National Ecological Observatory Network, United States", ,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,544713,Tetragonoderus laevigatus,,,Michael Thomas, ,leg,Robert Nelson,8/20/2012,A, ,S,Contaminant, ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744859|4744954,http://trace.boldsystems.org/traceIO/bold.org/6592121|http://trace.boldsystems.org/traceIO/bold.org/6592216,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1378-12,NEONTcarabid6098,3038322, ,carabid6098,"National Ecological Observatory Network, United States",BOLD:ABX4019,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,544713,Tetragonoderus laevigatus,,,Michael Thomas, ,leg,Robert Nelson,8/20/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744855|4744950,http://trace.boldsystems.org/traceIO/bold.org/6592117|http://trace.boldsystems.org/traceIO/bold.org/6592212,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1379-12,NEONTcarabid6099,3038323, ,carabid6099,"National Ecological Observatory Network, United States",BOLD:ABX4019,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379618,Tetragonoderus,544713,Tetragonoderus laevigatus,,,Michael Thomas, ,leg,Robert Nelson,8/20/2012,A, ,S, , ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744856|4744951,http://trace.boldsystems.org/traceIO/bold.org/6592118|http://trace.boldsystems.org/traceIO/bold.org/6592213,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
,7312,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7311,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7310,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7309,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7308,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7307,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7306,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7305,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7304,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7303,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,7/23/2012,,,,,,,,4,,,,,,,,,,,,,,,,
,7302,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDC,,,,,7/23/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7185,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDE,,,,,8/20/2012,,,,,,,,4,,,,,,,,,,,,,,,,
,7184,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDE,,,,,8/13/2012,,,,,,,,4,,,,,,,,,,,,,,,,
,7183,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDE,,,,,7/23/2012,,,,,,,,4,,,,,,,,,,,,,,,,
,7182,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDE,,,,,8/6/2012,,,,,,,,4,,,,,,,,,,,,,,,,
,7181,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDE,,,,,8/20/2012,,,,,,,,4,,,,,,,,,,,,,,,,
,7180,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDE,,,,,8/6/2012,,,,,,,,4,,,,,,,,,,,,,,,,
,7179,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDE,,,,,8/6/2012,,,,,,,,4,,,,,,,,,,,,,,,,
,7178,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDE,,,,,7/30/2012,,,,,,,,4,,,,,,,,,,,,,,,,
,7177,,,,,,,,,,,,,,,,,,,,Unknown,D03.2012.MorphDE,,,,,7/16/2012,,,,,,,,4,,,,,,,,,,,,,,,,
